"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"IH_II_01";"IH_II_02"
"TQRMNOSPTHLMKMCDEGLDF00853230";1;1;2023;4;15;166;9;9
"TQRMNORQYHKKKTCDEIIAD00791366";1;1;2023;4;32;805;1;9
"TQRMNOPWXHKMKRCDEGNFJ00810403";1;1;2023;4;17;212;9;2
"TQRMNOSRVHKMKPCDEGJBF00789069";1;1;2023;4;13;656;9;2
"TQRMNOPQVHMMLPCDEFIAH00851522";1;1;2023;4;2;716;2;2
"TQRMNOPSTHKOMLCDEFIAH00793267";1;1;2023;4;2;1775;2;2
"TQRMNOPSWHLMKQCDEFIAH00856363";1;1;2023;4;2;651;2;2
"TQRMNOPTRHLMLTCDEFIAH00851514";1;1;2023;4;2;644;2;2
"TQRMNOPVTHLOLSCDEFIAH00851510";1;1;2023;4;2;568;2;2
"TQRMNOQQQHMNKMCDEFIAH00856350";1;1;2023;4;2;812;2;2
"TQRMNOQUPHLMLNCDEFIAH00851566";1;1;2023;4;2;548;2;2
"TQRMNOQVTHKOMLCDEFIAH00787317";1;1;2023;4;2;1361;2;2
"TQRMNOQWWHJMKQCDEFIAH00794860";1;1;2023;4;2;680;2;2
"TQRMNOQXTHLMLTCDEFIAH00851572";1;1;2023;4;2;511;2;2
"TQRMNOQYRHLMKOCDEFIAH00851503";1;1;2023;4;2;646;2;2
"TQRMNOQYTHLMKPCDEFIAH00851518";1;1;2023;4;2;596;2;2
"TQRMNORRRHJOLQCDEFIAH00795631";1;1;2023;4;2;953;2;2
"TQRMNORRSHJOLQCDEFIAH00796825";1;1;2023;4;2;1186;2;2
"TQRMNORRSHKLLRCDEFIAH00787352";1;1;2023;4;2;896;2;2
"TQRMNORRWHMOLRCDEFIAH00851601";1;1;2023;4;2;1154;2;2
"TQRMNORSRHMMLLCDEFIAH00808670";1;1;2023;4;2;728;2;2
"TQRMNORTTHJMKPCDEFIAH00794859";1;1;2023;4;2;425;2;2
"TQRMNORURHLOLSCDEFIAH00856336";1;1;2023;4;2;692;2;2
"TQRMNORUSHLOLSCDEFIAH00851492";1;1;2023;4;2;821;2;2
"TQRMNORWPHJMMLCDEFIAH00856337";1;1;2023;4;2;694;2;2
"TQRMNORWRHLMKQCDEFIAH00856365";1;1;2023;4;2;651;2;2
"TQRMNORWYHMMLPCDEFIAH00851576";1;1;2023;4;2;690;2;2
"TQRMNOSPXHLOKMCDEFIAH00856349";1;1;2023;4;2;520;2;2
"TQRMNOSRWHMOLTCDEFIAH00808584";1;1;2023;4;2;1442;2;2
"TQRMNOSRYHMOLTCDEFIAH00808526";1;1;2023;4;2;1495;2;2
"TQRMNOSTSHJOLQCDEFIAH00795477";1;1;2023;4;2;1473;2;2
"TQRMNOSXSHKOLOCDEFIAH00787369";1;1;2023;4;2;664;2;2
"TQRMNOTQPHKNKMCDEFIAH00787337";1;1;2023;4;2;1090;2;2
"TQRMNOTVQHLLKTCDEFIAH00851596";1;1;2023;4;2;1617;2;2
"TQRMNOPQRHLMKOCDEFJAH00851623";1;1;2023;4;3;380;2;2
"TQRMNOPQTHMOLMCDEFJAH00808691";1;1;2023;4;3;222;2;2
"TQRMNOPRVHJLLLCDEFJAH00794645";1;1;2023;4;3;297;2;2
"TQRMNOPSPHMMKRCDEFJAH00851727";1;1;2023;4;3;367;2;2
"TQRMNOPSXHMMKPCDEFJAH00851666";1;1;2023;4;3;334;2;2
"TQRMNOPSYHJNLPCDEFJAH00794366";1;1;2023;4;3;188;2;2
"TQRMNOPTPHJNLPCDEFJAH00794367";1;1;2023;4;3;281;2;2
"TQRMNOPTVHJNLPCDEFJAH00793230";1;1;2023;4;3;218;2;2
"TQRMNOPVSHKOKQCDEFJAH00787445";1;1;2023;4;3;111;2;2
"TQRMNOPVTHJNLRCDEFJAH00796667";1;1;2023;4;3;201;2;2
"TQRMNOPXVHKOLPCDEFJAH00787514";1;1;2023;4;3;288;2;2
"TQRMNOPXWHKNKUCDEFJAH00787500";1;1;2023;4;3;273;2;2
"TQRMNOPXWHMOLNCDEFJAH00808707";1;1;2023;4;3;237;2;2
"TQRMNOPXYHMNLTCDEFJAH00808751";1;1;2023;4;3;281;2;2
"TQRMNOPYQHMNLTCDEFJAH00808797";1;1;2023;4;3;281;2;2
"TQRMNOQPWHJMLMCDEFJAH00795357";1;1;2023;4;3;316;2;2
"TQRMNOQQWHKMLRCDEFJAH00787438";1;1;2023;4;3;282;2;2
"TQRMNOQRSHJMLQCDEFJAH00796598";1;1;2023;4;3;289;2;2
"TQRMNOQRTHLKLMCDEFJAH00851706";1;1;2023;4;3;478;2;2
"TQRMNOQSQHLMLOCDEFJAH00851649";1;1;2023;4;3;360;2;2
"TQRMNOQTRHKMLOCDEFJAH00793565";1;1;2023;4;3;342;2;2
"TQRMNOQUXHLMKQCDEFJAH00851619";1;1;2023;4;3;357;2;2
"TQRMNOQUYHLMKQCDEFJAH00851700";1;1;2023;4;3;291;2;2
"TQRMNOQVRHKOKQCDEFJAH00787518";1;1;2023;4;3;166;2;2
"TQRMNOQWRHJOKPCDEFJAH00793722";1;1;2023;4;3;436;2;2
"TQRMNOQXWHKOKTCDEFJAH00787475";1;1;2023;4;3;287;2;2
"TQRMNOQXXHJOLSCDEFJAH00797784";1;1;2023;4;3;513;2;2
"TQRMNOQYPHJOLSCDEFJAH00797548";1;1;2023;4;3;645;2;2
"TQRMNOQYRHKKKRCDEFJAH00787469";1;1;2023;4;3;423;2;2
"TQRMNORQPHJOKPCDEFJAH00793262";1;1;2023;4;3;358;2;2
"TQRMNORQSHKOLPCDEFJAH00787523";1;1;2023;4;3;312;2;2
"TQRMNORQTHKOLPCDEFJAH00787534";1;1;2023;4;3;257;2;2
"TQRMNORSYHKLKPCDEFJAH00796399";1;1;2023;4;3;218;2;2
"TQRMNORVTHMOLSCDEFJAH00808761";1;1;2023;4;3;419;2;2
"TQRMNORVXHMNLTCDEFJAH00808729";1;1;2023;4;3;188;2;2
"TQRMNORWVHKOLPCDEFJAH00787522";1;1;2023;4;3;217;2;2
"TQRMNORXYHJKKSCDEFJAH00851714";1;1;2023;4;3;323;2;2
"TQRMNOSPVHKLKNCDEFJAH00787448";1;1;2023;4;3;294;2;2
"TQRMNOSQPHLOKSCDEFJAH00851629";1;1;2023;4;3;212;2;2
"TQRMNOSRUHMOKOCDEFJAH00808743";1;1;2023;4;3;247;2;2
"TQRMNOSXSHKLKPCDEFJAH00787484";1;1;2023;4;3;324;2;2
"TQRMNOTQSHLNLSCDEFJAH00851696";1;1;2023;4;3;361;2;2
"TQRMNOTRPHMOLSCDEFJAH00808796";1;1;2023;4;3;348;2;2
"TQRMNOTVTHMOKQCDEFJAH00851683";1;1;2023;4;3;255;2;2
"TQRMNOVQSHLNLSCDEFJAH00851687";1;1;2023;4;3;308;2;2
"TQRMNOPPQHKMLSCDEFKID00796178";1;1;2023;4;4;932;2;2
"TQRMNOPPQHMOMMCDEFKID00808838";1;1;2023;4;4;1008;2;2
"TQRMNOPPVHJOLUCDEFKID00796023";1;1;2023;4;4;799;2;2
"TQRMNOPPYHKOKMCDEFKID00787705";1;1;2023;4;4;528;2;2
"TQRMNOPQPHJKKSCDEFKID00798626";1;1;2023;4;4;726;2;2
"TQRMNOPQUHKOLOCDEFKID00787631";1;1;2023;4;4;558;2;2
"TQRMNOPQVHMNKMCDEFKID00808927";1;1;2023;4;4;711;2;2
"TQRMNOPRYHJOLNCDEFKID00793274";1;1;2023;4;4;1185;2;2
"TQRMNOPTVHKMLMCDEFKID00787548";1;1;2023;4;4;1007;2;2
"TQRMNOPUVHLMLPCDEFKID00851775";1;1;2023;4;4;572;2;2
"TQRMNOPUVHLNKTCDEFKID00851820";1;1;2023;4;4;543;2;2
"TQRMNOPUWHLMLPCDEFKID00851899";1;1;2023;4;4;720;2;2
"TQRMNOPUWHMMMNCDEFKID00808935";1;1;2023;4;4;481;2;2
"TQRMNOPUXHLMLPCDEFKID00851834";1;1;2023;4;4;511;2;2
"TQRMNOPUYHMMMNCDEFKID00808918";1;1;2023;4;4;545;2;2
"TQRMNOPVRHJOKPCDEFKID00798084";1;1;2023;4;4;734;2;2
"TQRMNOPVRHLNKTCDEFKID00851821";1;1;2023;4;4;681;2;2
"TQRMNOPVYHMOLMCDEFKID00808813";1;1;2023;4;4;723;2;2
"TQRMNOPWRHKOKPCDEFKID00787552";2;1;2023;4;4;695;2;2
"TQRMNOPWSHJMMPCDEFKID00794162";1;1;2023;4;4;523;2;2
"TQRMNOPWUHKOKPCDEFKID00787733";1;1;2023;4;4;695;2;2
"TQRMNOPWVHKNLTCDEFKID00787674";1;1;2023;4;4;490;2;2
"TQRMNOPYSHKMLNCDEFKID00787724";1;1;2023;4;4;531;2;2
"TQRMNOPYUHJMKNCDEFKID00794351";1;1;2023;4;4;455;2;2
"TQRMNOPYWHMOMLCDEFKID00808864";1;1;2023;4;4;1381;2;2
"TQRMNOPYYHKMMMCDEFKID00797776";1;1;2023;4;4;465;2;2
"TQRMNOQPTHMLLRCDEFKID00808950";1;1;2023;4;4;561;2;2
"TQRMNOQTRHLOLSCDEFKID00851878";1;1;2023;4;4;957;2;2
"TQRMNOQVPHMNKMCDEFKID00808942";1;1;2023;4;4;553;2;2
"TQRMNOQVTHMMLSCDEFKID00851900";1;1;2023;4;4;748;2;2
"TQRMNOQVYHKMLPCDEFKID00787549";1;1;2023;4;4;581;2;2
"TQRMNOQWWHLMMPCDEFKID00851898";1;1;2023;4;4;476;2;2
"TQRMNOQWYHKOLQCDEFKID00851829";1;1;2023;4;4;538;2;2
"TQRMNOQYPHMOKPCDEFKID00808808";1;1;2023;4;4;1288;2;2
"TQRMNOQYUHJNMOCDEFKID00796282";1;1;2023;4;4;749;2;2
"TQRMNORQPHKMMLCDEFKID00794831";2;1;2023;4;4;574;2;2
"TQRMNORQQHKOKOCDEFKID00787540";1;1;2023;4;4;764;2;2
"TQRMNORQWHKOMPCDEFKID00787684";1;1;2023;4;4;581;2;2
"TQRMNORRUHJMMPCDEFKID00795673";1;1;2023;4;4;666;2;2
"TQRMNORVQHMMMNCDEFKID00809015";1;1;2023;4;4;541;2;2
"TQRMNORVUHJOLPCDEFKID00798652";1;1;2023;4;4;683;2;2
"TQRMNORVUHKKKNCDEFKID00787709";1;1;2023;4;4;546;2;2
"TQRMNORVVHJOLPCDEFKID00798561";1;1;2023;4;4;782;2;2
"TQRMNORVWHJOLPCDEFKID00795324";1;1;2023;4;4;683;2;2
"TQRMNORWVHMMKNCDEFKID00808998";1;1;2023;4;4;669;2;2
"TQRMNORXSHKMLRCDEFKID00787598";1;1;2023;4;4;577;2;2
"TQRMNORYRHLNKTCDEFKID00851752";1;1;2023;4;4;736;2;2
"TQRMNORYUHKNLTCDEFKID00787585";1;1;2023;4;4;595;2;2
"TQRMNOSPVHMOLMCDEFKID00808870";1;1;2023;4;4;568;2;2
"TQRMNOSPVHMOLMCDEFKID00808870";2;1;2023;4;4;1139;2;2
"TQRMNOSRUHJMKNCDEFKID00797162";1;1;2023;4;4;548;2;2
"TQRMNOSSUHLOLTCDEFKID00851778";1;1;2023;4;4;690;2;2
"TQRMNOSSVHLOLTCDEFKID00851808";1;1;2023;4;4;750;2;2
"TQRMNOSTWHMOMLCDEFKID00808933";1;1;2023;4;4;775;2;2
"TQRMNOSTXHLOMNCDEFKID00851781";1;1;2023;4;4;486;2;2
"TQRMNOSUWHKMMLCDEFKID00787635";1;1;2023;4;4;536;2;2
"TQRMNOSUXHKMMLCDEFKID00808962";1;1;2023;4;4;785;2;2
"TQRMNOSUYHKMMLCDEFKID00851842";1;1;2023;4;4;548;2;2
"TQRMNOSVTHMOMPCDEFKID00808800";1;1;2023;4;4;762;2;2
"TQRMNOSWSHKOLQCDEFKID00787686";1;1;2023;4;4;752;2;2
"TQRMNOSWTHKOLQCDEFKID00851783";1;1;2023;4;4;538;2;2
"TQRMNOSWYHMOMMCDEFKID00808987";1;1;2023;4;4;707;2;2
"TQRMNOTPPHLOLSCDEFKID00851789";1;1;2023;4;4;632;2;2
"TQRMNOTPQHLOLSCDEFKID00851865";1;1;2023;4;4;710;2;2
"TQRMNOTPRHKOKPCDEFKID00787707";1;1;2023;4;4;1018;2;2
"TQRMNOTPWHJMLQCDEFKID00793501";1;1;2023;4;4;780;2;2
"TQRMNOTPYHJMLQCDEFKID00796020";1;1;2023;4;4;709;2;2
"TQRMNOTUTHJMLRCDEFKID00795599";1;1;2023;4;4;470;2;2
"TQRMNOTYXHMOLMCDEFKID00808980";1;1;2023;4;4;647;2;2
"TQRMNOURXHJOLUCDEFKID00794507";1;1;2023;4;4;729;2;2
"TQRMNOUSPHJOLUCDEFKID00794157";1;1;2023;4;4;868;2;2
"TQRMNOVPUHLOLSCDEFKID00851806";1;1;2023;4;4;839;2;2
"TQSMNOPVRHLNKTCDEFKID00851771";1;1;2023;4;4;681;2;2
"TQSMNOPWTHKOKPCDEFKID00787721";1;1;2023;4;4;852;2;2
"TQSMNOQPTHKNLUCDEFKID00787565";1;1;2023;4;4;718;2;2
"TQSMNOSYYHKOKPCDEFKID00787716";1;1;2023;4;4;706;2;2
"TQUMNOQPWHJLKRCDEFKID00795207";1;1;2023;4;4;979;2;2
"TQUMNOSYYHKOKPCDEFKID00787717";1;1;2023;4;4;1124;2;2
"TQRMNOPRRHMLKRCDEFLID00809055";1;1;2023;4;5;343;2;2
"TQRMNOPVQHKMKSCDEFLID00787827";1;1;2023;4;5;230;2;2
"TQRMNOPVRHJOKPCDEFLID00798771";1;1;2023;4;5;194;2;2
"TQRMNOPVTHKMKSCDEFLID00787828";1;1;2023;4;5;230;2;2
"TQRMNOPVUHKMKSCDEFLID00787815";1;1;2023;4;5;346;2;2
"TQRMNOPYPHLKLNCDEFLID00851918";1;1;2023;4;5;420;2;2
"TQRMNOPYPHMMKPCDEFLID00809141";1;1;2023;4;5;490;2;2
"TQRMNOPYQHMMKPCDEFLID00809051";1;1;2023;4;5;220;2;2
"TQRMNOPYWHMOLMCDEFLID00809119";1;1;2023;4;5;332;2;2
"TQRMNOQPVHMOLMCDEFLID00809104";1;1;2023;4;5;380;2;2
"TQRMNOQPXHKLKTCDEFLID00787798";1;1;2023;4;5;256;2;2
"TQRMNOQQXHLMKRCDEFLID00851994";1;1;2023;4;5;290;2;2
"TQRMNOQRPHLMKRCDEFLID00852046";1;1;2023;4;5;385;2;2
"TQRMNOQSSHJMLMCDEFLID00793375";1;1;2023;4;5;227;2;2
"TQRMNOQSSHKMLRCDEFLID00787752";1;1;2023;4;5;240;2;2
"TQRMNOQSTHJMLMCDEFLID00798051";1;1;2023;4;5;227;2;2
"TQRMNOQTQHJOKRCDEFLID00794136";1;1;2023;4;5;345;2;2
"TQRMNOQTRHJOKRCDEFLID00797104";1;1;2023;4;5;253;2;2
"TQRMNOQTSHJOKRCDEFLID00797105";1;1;2023;4;5;429;2;2
"TQRMNOQTYHMOKNCDEFLID00809110";1;1;2023;4;5;187;2;2
"TQRMNOQVVHJOLTCDEFLID00798711";1;1;2023;4;5;324;2;2
"TQRMNOQVYHKOLNCDEFLID00787774";1;1;2023;4;5;393;2;2
"TQRMNOQXXHKOLNCDEFLID00787770";1;1;2023;4;5;347;2;2
"TQRMNOQXYHKOLNCDEFLID00787771";1;1;2023;4;5;462;2;2
"TQRMNORPYHMOLPCDEFLID00809050";1;1;2023;4;5;272;2;2
"TQRMNORQQHMOLPCDEFLID00809129";1;1;2023;4;5;272;2;2
"TQRMNORRYHKMKSCDEFLID00787812";1;1;2023;4;5;230;2;2
"TQRMNORSQHJOKPCDEFLID00852004";1;1;2023;4;5;146;2;2
"TQRMNORSRHJOKPCDEFLID00794718";1;1;2023;4;5;293;2;2
"TQRMNORSSHLOKMCDEFLID00851923";1;1;2023;4;5;473;2;2
"TQRMNORSUHKOKQCDEFLID00787877";1;1;2023;4;5;418;2;2
"TQRMNORSVHKKLLCDEFLID00787836";1;1;2023;4;5;573;2;2
"TQRMNORSVHKOKQCDEFLID00787871";1;1;2023;4;5;250;2;2
"TQRMNORSXHLMLQCDEFLID00852048";1;1;2023;4;5;566;2;2
"TQRMNORTSHKMKPCDEFLID00787792";1;1;2023;4;5;278;2;2
"TQRMNORTVHLMKPCDEFLID00851990";1;1;2023;4;5;382;2;2
"TQRMNORTYHLMKPCDEFLID00852018";1;1;2023;4;5;382;2;2
"TQRMNORXPHKMKMCDEFLID00787746";1;1;2023;4;5;211;2;2
"TQRMNORXRHJKLNCDEFLID00797273";1;1;2023;4;5;291;2;2
"TQRMNORXXHMMKPCDEFLID00809053";1;1;2023;4;5;220;2;2
"TQRMNORYTHJOKRCDEFLID00793465";1;1;2023;4;5;448;2;2
"TQRMNOSPUHLOKOCDEFLID00851945";1;1;2023;4;5;216;2;2
"TQRMNOSQUHJMLPCDEFLID00793813";1;1;2023;4;5;266;2;2
"TQRMNOSSTHMOKNCDEFLID00809072";1;1;2023;4;5;248;2;2
"TQRMNOSSUHMOKNCDEFLID00809073";1;1;2023;4;5;208;2;2
"TQRMNOSSXHMOKNCDEFLID00809037";1;1;2023;4;5;297;2;2
"TQRMNOSYRHJOKPCDEFLID00795476";1;1;2023;4;5;170;2;2
"TQRMNOTRTHKMKMCDEFLID00787753";1;1;2023;4;5;458;2;2
"TQRMNOTSUHLOLPCDEFLID00851941";1;1;2023;4;5;312;2;2
"TQRMNOTTQHLOLPCDEFLID00852050";1;1;2023;4;5;231;2;2
"TQRMNOTTRHLOLPCDEFLID00851977";1;1;2023;4;5;348;2;2
"TQRMNOTTSHLOLPCDEFLID00851934";1;1;2023;4;5;275;2;2
"TQRMNOUPYHJOKOCDEFLID00795906";2;1;2023;4;5;305;2;2
"TQRMNOUURHLMLSCDEFLID00851953";1;1;2023;4;5;221;2;2
"TQRMNOXWTHJOLQCDEFLID00795802";1;1;2023;4;5;781;2;2
"TQRMNOXWUHJOLQCDEFLID00794571";1;1;2023;4;5;617;2;2
"TQRMNOXWWHJOLQCDEFLID00793814";1;1;2023;4;5;839;2;2
"TQRMNOPSRHKKKTCDEFMDB00787894";1;1;2023;4;6;166;2;2
"TQRMNOPWXHKOLLCDEFMDB00787962";1;1;2023;4;6;134;2;2
"TQRMNOPWXHMOLMCDEFMDB00809219";1;1;2023;4;6;151;2;2
"TQRMNOPXPHKOKNCDEFMDB00787981";1;1;2023;4;6;98;2;2
"TQRMNOPXRHKOKNCDEFMDB00787983";1;1;2023;4;6;111;2;2
"TQRMNOPYQHMMLPCDEFMDB00809291";1;1;2023;4;6;249;2;2
"TQRMNOQQRHKMLNCDEFMDB00788019";1;1;2023;4;6;176;2;2
"TQRMNOQRPHLOLMCDEFMDB00852135";1;1;2023;4;6;194;2;2
"TQRMNOQRXHJKKQCDEFMDB00796673";1;1;2023;4;6;238;2;2
"TQRMNOQWRHLOKMCDEFMDB00852067";1;1;2023;4;6;183;2;2
"TQRMNOQWSHLMKQCDEFMDB00852206";1;1;2023;4;6;172;2;2
"TQRMNOQXWHKOKMCDEFMDB00787978";2;1;2023;4;6;167;2;2
"TQRMNOQYXHKOKOCDEFMDB00788047";1;1;2023;4;6;107;2;2
"TQRMNORSTHKOLLCDEFMDB00787952";1;1;2023;4;6;152;2;2
"TQRMNORSUHMOLMCDEFMDB00852120";1;1;2023;4;6;192;2;2
"TQRMNORTSHKNKNCDEFMDB00798118";1;1;2023;4;6;150;2;2
"TQRMNORTWHKNKNCDEFMDB00793572";1;1;2023;4;6;175;2;2
"TQRMNORTYHKLKSCDEFMDB00788060";1;1;2023;4;6;151;2;2
"TQRMNORUUHLOKPCDEFMDB00852073";1;1;2023;4;6;219;2;2
"TQRMNORVRHLLLPCDEFMDB00852189";1;1;2023;4;6;195;2;2
"TQRMNORVSHLLLPCDEFMDB00852099";1;1;2023;4;6;217;2;2
"TQRMNORYUHKNKPCDEFMDB00809178";1;1;2023;4;6;163;2;2
"TQRMNOSPWHKNLQCDEFMDB00788012";1;1;2023;4;6;148;2;2
"TQRMNOSQTHKLKTCDEFMDB00787939";1;1;2023;4;6;167;2;2
"TQRMNOSRTHLMKQCDEFMDB00852077";1;1;2023;4;6;151;2;2
"TQRMNOSUPHKOKTCDEFMDB00796230";1;1;2023;4;6;148;2;2
"TQRMNOSXQHLOKMCDEFMDB00852070";1;1;2023;4;6;153;2;2
"TQRMNOTSPHMOKTCDEFMDB00809272";1;1;2023;4;6;210;2;2
"TQSMNOQXTHKNKOCDEFMDB00793573";1;1;2023;4;6;132;2;2
"TQRMNOPSTHJOKQCDEFNFF00797211";1;1;2023;4;7;397;2;2
"TQRMNOPTRHJOKNCDEFNFF00793582";1;1;2023;4;7;427;2;2
"TQRMNOPYWHMOKQCDEFNFF00809340";1;1;2023;4;7;329;2;2
"TQRMNOQRTHKOLMCDEFNFF00788218";1;1;2023;4;7;487;2;2
"TQRMNOQRYHJOKSCDEFNFF00795924";1;1;2023;4;7;523;2;2
"TQRMNOQSPHJOKSCDEFNFF00795925";1;1;2023;4;7;333;2;2
"TQRMNOQSRHJOKSCDEFNFF00794086";1;1;2023;4;7;425;2;2
"TQRMNOQSSHJOKSCDEFNFF00797898";1;1;2023;4;7;470;2;2
"TQRMNOQSTHJOKSCDEFNFF00797707";1;1;2023;4;7;589;2;2
"TQRMNOQTXHMOKUCDEFNFF00809406";1;1;2023;4;7;410;2;2
"TQRMNORQUHLOLQCDEFNFF00852247";1;1;2023;4;7;238;2;2
"TQRMNORRTHKMLPCDEFNFF00788118";1;1;2023;4;7;189;2;2
"TQRMNORRUHKMLPCDEFNFF00788122";1;1;2023;4;7;299;2;2
"TQRMNORRUHMOKRCDEFNFF00809310";1;1;2023;4;7;245;2;2
"TQRMNORTRHJOKQCDEFNFF00795422";1;1;2023;4;7;348;2;2
"TQRMNORTTHMLKNCDEFNFF00809409";1;1;2023;4;7;158;2;2
"TQRMNORUPHLMKPCDEFNFF00852340";1;1;2023;4;7;367;2;2
"TQRMNOSRSHKOKTCDEFNFF00788131";3;1;2023;4;7;255;2;2
"TQRMNOSSSHMNLQCDEFNFF00809334";1;1;2023;4;7;279;2;2
"TQRMNOSTVHMMLLCDEFNFF00852216";1;1;2023;4;7;216;2;2
"TQRMNOSWRHLOLLCDEFNFF00852298";1;1;2023;4;7;298;2;2
"TQRMNOSWYHKKKMCDEFNFF00788115";1;1;2023;4;7;281;2;2
"TQRMNOTQUHKOKUCDEFNFF00788114";1;1;2023;4;7;346;2;2
"TQRMNOTYVHKOLMCDEFNFF00794629";1;1;2023;4;7;371;2;2
"TQRMNOTYXHKOLMCDEFNFF00788217";2;1;2023;4;7;353;2;2
"TQRMNOURTHKOKSCDEFNFF00788128";1;1;2023;4;7;558;2;2
"TQRMNOVPXHKOKUCDEFNFF00788109";2;1;2023;4;7;249;2;2
"TQRMNOVPYHKOKUCDEFNFF00788164";1;1;2023;4;7;346;2;2
"TQRMNOPPXHJNLOCDEFOCD00797919";1;1;2023;4;8;161;2;2
"TQRMNOPPYHJNLOCDEFOCD00799085";1;1;2023;4;8;196;2;2
"TQRMNOPTSHKMLQCDEFOCD00788289";1;1;2023;4;8;183;2;2
"TQRMNOPTUHKMLQCDEFOCD00788276";1;1;2023;4;8;297;2;2
"TQRMNOPUVHJMKRCDEFOCD00794466";1;1;2023;4;8;281;2;2
"TQRMNOPWTHLOLNCDEFOCD00852383";1;1;2023;4;8;227;2;2
"TQRMNOQPRHMOLLCDEFOCD00809489";1;1;2023;4;8;417;2;2
"TQRMNOQPTHJLKQCDEFOCD00852376";1;1;2023;4;8;382;2;2
"TQRMNOQPWHJLKQCDEFOCD00852415";1;1;2023;4;8;304;2;2
"TQRMNOQQUHLLLOCDEFOCD00852410";1;1;2023;4;8;278;2;2
"TQRMNOQQUHMOLNCDEFOCD00809460";1;1;2023;4;8;404;2;2
"TQRMNOQTQHLOKUCDEFOCD00852442";1;1;2023;4;8;409;2;2
"TQRMNOQTTHLOKUCDEFOCD00852355";1;1;2023;4;8;389;2;2
"TQRMNOQTUHJOKOCDEFOCD00794401";1;1;2023;4;8;443;2;2
"TQRMNOQTVHMNLPCDEFOCD00809462";1;1;2023;4;8;102;2;2
"TQRMNOQTYHMNLPCDEFOCD00809494";1;1;2023;4;8;203;2;2
"TQRMNOQUVHMOKUCDEFOCD00809419";1;1;2023;4;8;442;2;2
"TQRMNOQUWHJMKTCDEFOCD00797883";1;1;2023;4;8;276;2;2
"TQRMNOQUWHMOKUCDEFOCD00809424";1;1;2023;4;8;425;2;2
"TQRMNOQUXHJMKTCDEFOCD00798063";1;1;2023;4;8;346;2;2
"TQRMNOQUYHJMKTCDEFOCD00796012";1;1;2023;4;8;276;2;2
"TQRMNOQUYHMOKUCDEFOCD00809510";1;1;2023;4;8;399;2;2
"TQRMNOQWRHMOLMCDEFOCD00809425";1;1;2023;4;8;291;2;2
"TQRMNOQXUHLMKQCDEFOCD00852407";1;1;2023;4;8;248;2;2
"TQRMNORPSHMMKTCDEFOCD00809506";1;1;2023;4;8;282;2;2
"TQRMNORPUHLNLLCDEFOCD00852352";1;1;2023;4;8;204;2;2
"TQRMNORPXHKMKQCDEFOCD00788260";2;1;2023;4;8;287;2;2
"TQRMNORQPHJOKUCDEFOCD00793463";1;1;2023;4;8;380;2;2
"TQRMNORQPHKMKQCDEFOCD00788279";1;1;2023;4;8;324;2;2
"TQRMNORQQHJOKUCDEFOCD00794638";1;1;2023;4;8;388;2;2
"TQRMNORQXHJOKMCDEFOCD00794231";1;1;2023;4;8;316;2;2
"TQRMNORQYHJOKMCDEFOCD00797364";1;1;2023;4;8;316;2;2
"TQRMNORQYHKMLQCDEFOCD00788327";1;1;2023;4;8;273;2;2
"TQRMNORRTHJOKMCDEFOCD00797316";1;1;2023;4;8;330;2;2
"TQRMNORSRHLMKQCDEFOCD00852419";1;1;2023;4;8;311;2;2
"TQRMNORSRHLMKQCDEFOCD00852419";2;1;2023;4;8;311;2;2
"TQRMNORSTHJOKSCDEFOCD00794585";1;1;2023;4;8;283;2;2
"TQRMNORSTHJOLQCDEFOCD00799097";1;1;2023;4;8;286;2;2
"TQRMNORTVHKKKMCDEFOCD00788267";1;1;2023;4;8;515;2;2
"TQRMNORTXHLOLPCDEFOCD00852406";1;1;2023;4;8;386;2;2
"TQRMNORVYHLOKUCDEFOCD00852356";1;1;2023;4;8;487;2;2
"TQRMNORWPHLOKUCDEFOCD00852450";1;1;2023;4;8;512;2;2
"TQRMNORYYHJMKTCDEFOCD00795796";1;1;2023;4;8;275;2;2
"TQRMNOSPQHMOKUCDEFOCD00809429";1;1;2023;4;8;396;2;2
"TQRMNOSPRHJMKTCDEFOCD00793127";1;1;2023;4;8;184;2;2
"TQRMNOSPVHJNLOCDEFOCD00796268";1;1;2023;4;8;107;2;2
"TQRMNOSSPHJMLMCDEFOCD00796627";1;1;2023;4;8;303;2;2
"TQRMNOSSWHKLKUCDEFOCD00788285";1;1;2023;4;8;280;2;2
"TQRMNOSVSHKNKMCDEFOCD00788284";1;1;2023;4;8;83;2;2
"TQRMNOSYUHJMLMCDEFOCD00797666";1;1;2023;4;8;319;2;2
"TQRMNOTPUHMOKMCDEFOCD00852428";1;1;2023;4;8;375;2;2
"TQRMNOTPWHJMLMCDEFOCD00795175";1;1;2023;4;8;357;2;2
"TQRMNOTRPHJMLMCDEFOCD00852401";1;1;2023;4;8;342;2;2
"TQRMNOTWYHKKKNCDEFOCD00788294";2;1;2023;4;8;138;2;2
"TQRMNOTXRHLLLOCDEFOCD00852366";1;1;2023;4;8;458;2;2
"TQSMNORTQHMOLLCDEFOCD00852367";1;1;2023;4;8;350;2;2
"TQSMNORVYHLOKUCDEFOCD00852449";1;1;2023;4;8;459;2;2
