"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"IH_II_01";"IH_II_02"
"TQRMNOPPQHLMKPCDEFIAH00851545";1;1;2023;4;2;574;1;1
"TQRMNOPPRHLKKSCDEFIAH00851581";1;1;2023;4;2;1018;1;1
"TQRMNOPPSHLKKSCDEFIAH00851521";1;1;2023;4;2;1299;1;1
"TQRMNOPPSHLMKPCDEFIAH00851504";1;1;2023;4;2;752;1;1
"TQRMNOPPTHKMKNCDEFIAH00796345";1;1;2023;4;2;733;1;1
"TQRMNOPPYHMLKRCDEFIAH00808612";1;1;2023;4;2;1145;1;1
"TQRMNOPQUHMMLPCDEFIAH00808660";1;1;2023;4;2;493;1;1
"TQRMNOPQVHJOLQCDEFIAH00796206";1;1;2023;4;2;1571;1;1
"TQRMNOPQVHLMLNCDEFIAH00856359";1;1;2023;4;2;804;1;1
"TQRMNOPQVHMMKOCDEFIAH00808649";1;1;2023;4;2;515;1;1
"TQRMNOPQWHJLLLCDEFIAH00851569";1;1;2023;4;2;1378;1;1
"TQRMNOPQWHMMKOCDEFIAH00851584";1;1;2023;4;2;477;1;1
"TQRMNOPQWHMMLPCDEFIAH00808555";1;1;2023;4;2;925;1;1
"TQRMNOPQYHLMLNCDEFIAH00856360";1;1;2023;4;2;779;1;1
"TQRMNOPRPHLKLMCDEFIAH00851570";1;1;2023;4;2;469;1;1
"TQRMNOPRQHMOKNCDEFIAH00808599";1;1;2023;4;2;663;1;1
"TQRMNOPRTHMOKNCDEFIAH00808600";1;1;2023;4;2;661;1;1
"TQRMNOPRUHMMLOCDEFIAH00808557";1;1;2023;4;2;656;1;1
"TQRMNOPRUHMOKNCDEFIAH00808636";1;1;2023;4;2;639;1;1
"TQRMNOPRVHMMLOCDEFIAH00808533";1;1;2023;4;2;885;1;1
"TQRMNOPRVHMOKNCDEFIAH00808591";1;1;2023;4;2;694;1;1
"TQRMNOPRYHKMLLCDEFIAH00787392";1;1;2023;4;2;693;1;1
"TQRMNOPRYHKMLMCDEFIAH00787348";1;1;2023;4;2;772;1;1
"TQRMNOPSQHLMKOCDEFIAH00856355";1;1;2023;4;2;603;1;1
"TQRMNOPSSHKMLNCDEFIAH00793255";1;1;2023;4;2;526;1;1
"TQRMNOPSSHLMKOCDEFIAH00851511";1;1;2023;4;2;840;1;1
"TQRMNOPSTHJMMLCDEFIAH00796366";1;1;2023;4;2;530;1;1
"TQRMNOPSUHJMMLCDEFIAH00798287";1;1;2023;4;2;502;1;1
"TQRMNOPSUHLMKOCDEFIAH00851544";1;1;2023;4;2;599;1;1
"TQRMNOPTPHJMKQCDEFIAH00796148";1;1;2023;4;2;575;1;1
"TQRMNOPTPHJMLOCDEFIAH00795352";1;1;2023;4;2;687;1;1
"TQRMNOPTPHKLKSCDEFIAH00808575";1;1;2023;4;2;967;1;1
"TQRMNOPTQHJMKQCDEFIAH00798265";1;1;2023;4;2;519;1;1
"TQRMNOPTQHJMMLCDEFIAH00798286";1;1;2023;4;2;451;1;1
"TQRMNOPTQHKMLMCDEFIAH00787331";1;1;2023;4;2;719;1;1
"TQRMNOPTRHJMKQCDEFIAH00798219";1;1;2023;4;2;500;1;1
"TQRMNOPTRHJMLUCDEFIAH00793715";1;1;2023;4;2;699;1;1
"TQRMNOPTRHLMKQCDEFIAH00851591";1;1;2023;4;2;535;1;1
"TQRMNOPTSHKMKOCDEFIAH00794056";1;1;2023;4;2;987;1;1
"TQRMNOPTTHMLKUCDEFIAH00856342";1;1;2023;4;2;1213;1;1
"TQRMNOPTUHKMKOCDEFIAH00808648";1;1;2023;4;2;514;1;1
"TQRMNOPTWHJMKTCDEFIAH00797179";1;1;2023;4;2;812;1;1
"TQRMNOPTXHJMKMCDEFIAH00794744";1;1;2023;4;2;486;1;1
"TQRMNOPTXHJMKTCDEFIAH00798315";1;1;2023;4;2;634;1;1
"TQRMNOPUTHLMLTCDEFIAH00856353";1;1;2023;4;2;535;1;1
"TQRMNOPUTHMOLRCDEFIAH00856344";1;1;2023;4;2;827;1;1
"TQRMNOPUUHJOLTCDEFIAH00856357";1;1;2023;4;2;720;1;1
"TQRMNOPUUHLMLTCDEFIAH00856354";1;1;2023;4;2;518;1;1
"TQRMNOPUWHLMLTCDEFIAH00856335";1;1;2023;4;2;838;1;1
"TQRMNOPVSHLOLSCDEFIAH00851531";1;1;2023;4;2;874;1;1
"TQRMNOPVVHJOMMCDEFIAH00793925";1;1;2023;4;2;779;1;1
"TQRMNOPVVHMOMMCDEFIAH00808631";1;1;2023;4;2;747;1;1
"TQRMNOPVWHJOMMCDEFIAH00793926";1;1;2023;4;2;890;1;1
"TQRMNOPVWHMOMMCDEFIAH00856339";1;1;2023;4;2;729;1;1
"TQRMNOPVYHKLLRCDEFIAH00795128";1;1;2023;4;2;1056;1;1
"TQRMNOPVYHMOMMCDEFIAH00808564";1;1;2023;4;2;1084;1;1
"TQRMNOPWQHKLLRCDEFIAH00787351";1;1;2023;4;2;817;1;1
"TQRMNOPWQHMMLNCDEFIAH00856362";1;1;2023;4;2;530;1;1
"TQRMNOPWRHJLKUCDEFIAH00798263";1;1;2023;4;2;1366;1;1
"TQRMNOPWRHLOKRCDEFIAH00851543";1;1;2023;4;2;454;1;1
"TQRMNOPWRHMMLNCDEFIAH00808530";1;1;2023;4;2;596;1;1
"TQRMNOPWSHMMLNCDEFIAH00808585";1;1;2023;4;2;406;1;1
"TQRMNOPWTHLOKRCDEFIAH00851600";1;1;2023;4;2;563;1;1
"TQRMNOPWUHLOKRCDEFIAH00856334";1;1;2023;4;2;541;1;1
"TQRMNOPWUHMMLNCDEFIAH00808531";1;1;2023;4;2;593;1;1
"TQRMNOPWWHLNMMCDEFIAH00851538";1;1;2023;4;2;512;1;1
"TQRMNOPWXHKNLPCDEFIAH00856343";1;1;2023;4;2;374;1;1
"TQRMNOPXPHMOLSCDEFIAH00851553";1;1;2023;4;2;531;1;1
"TQRMNOPXPHMOLTCDEFIAH00808607";1;1;2023;4;2;1141;1;1
"TQRMNOPXQHLMLOCDEFIAH00851552";1;1;2023;4;2;547;1;1
"TQRMNOPXQHMOLSCDEFIAH00808581";1;1;2023;4;2;587;1;1
"TQRMNOPXRHKMLQCDEFIAH00787272";1;1;2023;4;2;591;1;1
"TQRMNOPXRHMOLSCDEFIAH00808618";1;1;2023;4;2;627;1;1
"TQRMNOPXSHMOLSCDEFIAH00851507";1;1;2023;4;2;527;1;1
"TQRMNOPXTHJOLTCDEFIAH00795224";1;1;2023;4;2;522;1;1
"TQRMNOPXTHKMLQCDEFIAH00787394";1;1;2023;4;2;696;1;1
"TQRMNOPXUHJOLTCDEFIAH00797550";1;1;2023;4;2;635;1;1
"TQRMNOPXUHKKKQCDEFIAH00851508";1;1;2023;4;2;960;1;1
"TQRMNOPXUHKMLQCDEFIAH00795127";1;1;2023;4;2;525;1;1
"TQRMNOPXVHMMMLCDEFIAH00856338";1;1;2023;4;2;847;1;1
"TQRMNOPXWHMMMLCDEFIAH00808630";1;1;2023;4;2;730;1;1
"TQRMNOPXXHKKKQCDEFIAH00808542";1;1;2023;4;2;960;1;1
"TQRMNOPXXHLMLOCDEFIAH00856361";1;1;2023;4;2;521;1;1
"TQRMNOPXYHKKKQCDEFIAH00787295";1;1;2023;4;2;991;1;1
"TQRMNOPYPHLMLOCDEFIAH00851563";1;1;2023;4;2;547;1;1
"TQRMNOPYQHLMMLCDEFIAH00851557";1;1;2023;4;2;590;1;1
"TQRMNOPYSHJMLSCDEFIAH00795159";1;1;2023;4;2;596;1;1
"TQRMNOPYTHJMLSCDEFIAH00794011";1;1;2023;4;2;670;1;1
"TQRMNOPYUHJMLSCDEFIAH00795126";1;1;2023;4;2;932;1;1
"TQRMNOPYUHKMLSCDEFIAH00787324";1;1;2023;4;2;672;1;1
"TQRMNOPYUHLKKSCDEFIAH00851582";1;1;2023;4;2;1179;1;1
"TQRMNOPYUHLMLPCDEFIAH00856367";1;1;2023;4;2;511;1;1
"TQRMNOPYVHKMLSCDEFIAH00796716";1;1;2023;4;2;547;1;1
"TQRMNOPYVHLMLPCDEFIAH00851604";1;1;2023;4;2;696;1;1
"TQRMNOPYVHMMLMCDEFIAH00808671";1;1;2023;4;2;420;1;1
"TQRMNOPYWHJMLSCDEFIAH00798245";1;1;2023;4;2;691;1;1
"TQRMNOPYXHLKKSCDEFIAH00851583";1;1;2023;4;2;1218;1;1
"TQRMNOPYXHMMLMCDEFIAH00851562";1;1;2023;4;2;648;1;1
"TQRMNOQPPHJMKPCDEFIAH00798196";1;1;2023;4;2;542;1;1
"TQRMNOQPPHLMLUCDEFIAH00851515";1;1;2023;4;2;629;1;1
"TQRMNOQPPHMMLMCDEFIAH00808646";1;1;2023;4;2;523;1;1
"TQRMNOQPQHJMKPCDEFIAH00793487";1;1;2023;4;2;729;1;1
"TQRMNOQPQHKKKPCDEFIAH00795355";2;1;2023;4;2;708;1;1
"TQRMNOQPSHKOLOCDEFIAH00787343";1;1;2023;4;2;838;1;1
"TQRMNOQPWHKMKTCDEFIAH00787246";1;1;2023;4;2;730;1;1
"TQRMNOQPXHKMKTCDEFIAH00787269";1;1;2023;4;2;1462;1;1
"TQRMNOQQPHKMKTCDEFIAH00797988";1;1;2023;4;2;1068;1;1
"TQRMNOQQQHLLKTCDEFIAH00851496";1;1;2023;4;2;1617;1;1
"TQRMNOQQTHJOLNCDEFIAH00794039";1;1;2023;4;2;1156;1;1
"TQRMNOQQTHLLKTCDEFIAH00851498";1;1;2023;4;2;1430;1;1
"TQRMNOQQUHJOLNCDEFIAH00851571";1;1;2023;4;2;756;1;1
"TQRMNOQQVHJNLRCDEFIAH00798274";1;1;2023;4;2;544;1;1
"TQRMNOQQWHJOLNCDEFIAH00797986";1;1;2023;4;2;975;1;1
"TQRMNOQQWHJOLTCDEFIAH00797551";1;1;2023;4;2;787;1;1
"TQRMNOQRQHKMKUCDEFIAH00787304";1;1;2023;4;2;545;1;1
"TQRMNOQRWHMLKUCDEFIAH00808653";1;1;2023;4;2;1299;1;1
"TQRMNOQRXHMLKUCDEFIAH00851527";1;1;2023;4;2;786;1;1
"TQRMNOQSSHMOLQCDEFIAH00808568";1;1;2023;4;2;1261;1;1
"TQRMNOQSVHMMKOCDEFIAH00808546";1;1;2023;4;2;584;1;1
"TQRMNOQTQHMMKOCDEFIAH00808650";1;1;2023;4;2;613;1;1
"TQRMNOQTRHMMKOCDEFIAH00808547";1;1;2023;4;2;625;1;1
"TQRMNOQTWHLLLLCDEFIAH00851500";1;1;2023;4;2;914;1;1
"TQRMNOQTXHLLLLCDEFIAH00851613";1;1;2023;4;2;763;1;1
"TQRMNOQUPHLLLLCDEFIAH00851606";1;1;2023;4;2;973;1;1
"TQRMNOQUUHMLKPCDEFIAH00851605";1;1;2023;4;2;824;1;1
"TQRMNOQUVHLOKMCDEFIAH00856347";1;1;2023;4;2;632;1;1
"TQRMNOQUVHMLKPCDEFIAH00808543";1;1;2023;4;2;824;1;1
"TQRMNOQVQHLNKNCDEFIAH00856352";1;1;2023;4;2;1303;1;1
"TQRMNOQVSHKOMLCDEFIAH00787332";1;1;2023;4;2;1235;1;1
"TQRMNOQVTHLLKUCDEFIAH00851611";1;1;2023;4;2;910;1;1
"TQRMNOQVUHLLKUCDEFIAH00851499";1;1;2023;4;2;947;1;1
"TQRMNOQVVHMMLUCDEFIAH00808633";1;1;2023;4;2;787;1;1
"TQRMNOQVXHJMLOCDEFIAH00851615";1;1;2023;4;2;669;1;1
"TQRMNOQVYHJMLOCDEFIAH00795353";1;1;2023;4;2;472;1;1
"TQRMNOQVYHKMLMCDEFIAH00787307";1;1;2023;4;2;620;1;1
"TQRMNOQWPHJMLOCDEFIAH00794849";1;1;2023;4;2;712;1;1
"TQRMNOQWPHKMLMCDEFIAH00787309";1;1;2023;4;2;600;1;1
"TQRMNOQWQHJMLOCDEFIAH00851528";1;1;2023;4;2;609;1;1
"TQRMNOQWRHJMLOCDEFIAH00798305";1;1;2023;4;2;739;1;1
"TQRMNOQWTHJMKQCDEFIAH00796916";1;1;2023;4;2;519;1;1
"TQRMNOQWVHJMMLCDEFIAH00797552";1;1;2023;4;2;557;1;1
"TQRMNOQWXHJMKQCDEFIAH00798197";1;1;2023;4;2;563;1;1
"TQRMNOQWYHKMLMCDEFIAH00851594";1;1;2023;4;2;567;1;1
"TQRMNOQXPHMOLSCDEFIAH00808640";1;1;2023;4;2;693;1;1
"TQRMNOQXSHMOLSCDEFIAH00808641";1;1;2023;4;2;874;1;1
"TQRMNOQXUHKLKRCDEFIAH00851493";1;1;2023;4;2;603;1;1
"TQRMNOQXUHLMLTCDEFIAH00851550";1;1;2023;4;2;602;1;1
"TQRMNOQXVHKNLPCDEFIAH00808616";1;1;2023;4;2;440;1;1
"TQRMNOQXWHLMLTCDEFIAH00851533";1;1;2023;4;2;534;1;1
"TQRMNOQXXHKNLPCDEFIAH00787405";1;1;2023;4;2;458;1;1
"TQRMNOQXXHLMLPCDEFIAH00856345";1;1;2023;4;2;606;1;1
"TQRMNOQYRHLMKPCDEFIAH00851517";1;1;2023;4;2;702;1;1
"TQRMNOQYSHLMKOCDEFIAH00851513";1;1;2023;4;2;585;1;1
"TQRMNOQYSHLMKPCDEFIAH00856356";1;1;2023;4;2;836;1;1
"TQRMNOQYSHMKKSCDEFIAH00808577";1;1;2023;4;2;874;1;1
"TQRMNOQYTHLMKOCDEFIAH00851580";1;1;2023;4;2;646;1;1
"TQRMNORPQHMOKNCDEFIAH00808629";1;1;2023;4;2;989;1;1
"TQRMNORPRHKMKNCDEFIAH00787294";1;1;2023;4;2;626;1;1
"TQRMNORPSHKMKNCDEFIAH00794006";1;1;2023;4;2;517;1;1
"TQRMNORPTHKMKNCDEFIAH00787297";1;1;2023;4;2;646;1;1
"TQRMNORPUHKMKNCDEFIAH00796473";1;1;2023;4;2;626;1;1
"TQRMNORPWHMMMLCDEFIAH00808549";1;1;2023;4;2;961;1;1
"TQRMNORQPHLMKOCDEFIAH00851536";1;1;2023;4;2;893;1;1
"TQRMNORQRHKNLPCDEFIAH00787397";1;1;2023;4;2;367;1;1
"TQRMNORQTHMMLNCDEFIAH00808532";1;1;2023;4;2;561;1;1
"TQRMNORQVHMMLNCDEFIAH00808538";1;1;2023;4;2;461;1;1
"TQRMNORQWHKMKOCDEFIAH00793133";1;1;2023;4;2;535;1;1
"TQRMNORQWHMMLNCDEFIAH00808622";1;1;2023;4;2;506;1;1
"TQRMNORQXHJOMMCDEFIAH00796671";1;1;2023;4;2;1099;1;1
"TQRMNORQXHMMLNCDEFIAH00808672";1;1;2023;4;2;506;1;1
"TQRMNORQYHKMKOCDEFIAH00794857";1;1;2023;4;2;748;1;1
"TQRMNORRPHJMLPCDEFIAH00851608";1;1;2023;4;2;592;1;1
"TQRMNORRPHKLLRCDEFIAH00787284";1;1;2023;4;2;816;1;1
"TQRMNORRPHKMKOCDEFIAH00787395";1;1;2023;4;2;553;1;1
"TQRMNORRQHKLLRCDEFIAH00787327";1;1;2023;4;2;1090;1;1
"TQRMNORRSHMKKQCDEFIAH00851494";1;1;2023;4;2;877;1;1
"TQRMNORRTHMKKQCDEFIAH00851524";1;1;2023;4;2;1262;1;1
"TQRMNORRWHLKKSCDEFIAH00851505";1;1;2023;4;2;1299;1;1
"TQRMNORRXHLKKSCDEFIAH00856366";1;1;2023;4;2;1220;1;1
"TQRMNORRXHMOLRCDEFIAH00808656";1;1;2023;4;2;1368;1;1
"TQRMNORRYHKMLLCDEFIAH00787399";2;1;2023;4;2;434;1;1
"TQRMNORRYHMMLLCDEFIAH00808536";1;1;2023;4;2;680;1;1
"TQRMNORSQHMMLLCDEFIAH00808603";1;1;2023;4;2;577;1;1
"TQRMNORSSHJMKTCDEFIAH00798220";1;1;2023;4;2;655;1;1
"TQRMNORSTHJKKSCDEFIAH00796149";1;1;2023;4;2;936;1;1
"TQRMNORSTHJMKTCDEFIAH00794033";1;1;2023;4;2;634;1;1
"TQRMNORSYHMLKPCDEFIAH00808544";1;1;2023;4;2;963;1;1
"TQRMNORTPHMMLMCDEFIAH00851593";1;1;2023;4;2;533;1;1
"TQRMNORTPHMMMLCDEFIAH00808606";1;1;2023;4;2;768;1;1
"TQRMNORTRHJMKPCDEFIAH00796562";1;1;2023;4;2;499;1;1
"TQRMNORTSHJMKPCDEFIAH00798218";1;1;2023;4;2;529;1;1
"TQRMNORTTHKMLLCDEFIAH00795041";1;1;2023;4;2;642;1;1
"TQRMNORTVHKLKSCDEFIAH00793965";1;1;2023;4;2;1542;1;1
"TQRMNORTYHLMMLCDEFIAH00851484";1;1;2023;4;2;613;1;1
"TQRMNORUPHLMMLCDEFIAH00851485";1;1;2023;4;2;699;1;1
"TQRMNORUQHLOLSCDEFIAH00851540";1;1;2023;4;2;671;1;1
"TQRMNORUQHMMLOCDEFIAH00808571";1;1;2023;4;2;680;1;1
"TQRMNORURHLMMLCDEFIAH00851558";1;1;2023;4;2;746;1;1
"TQRMNORUTHMMLMCDEFIAH00808529";1;1;2023;4;2;660;1;1
"TQRMNORVRHLMLNCDEFIAH00851575";1;1;2023;4;2;829;1;1
"TQRMNORVSHLMLNCDEFIAH00851607";1;1;2023;4;2;558;1;1
"TQRMNORWSHLMLUCDEFIAH00851574";1;1;2023;4;2;490;1;1
"TQRMNORWTHJNLRCDEFIAH00798328";1;1;2023;4;2;591;1;1
"TQRMNORWUHKOMLCDEFIAH00787333";1;1;2023;4;2;1361;1;1
"TQRMNORWXHLLKTCDEFIAH00851525";1;1;2023;4;2;1299;1;1
"TQRMNORWXHMMLPCDEFIAH00808609";1;1;2023;4;2;543;1;1
"TQRMNORWYHMNKMCDEFIAH00808588";1;1;2023;4;2;821;1;1
"TQRMNORXPHMMLPCDEFIAH00851547";1;1;2023;4;2;457;1;1
"TQRMNORXQHMMLPCDEFIAH00808567";1;1;2023;4;2;527;1;1
"TQRMNORXRHJMKMCDEFIAH00796317";1;1;2023;4;2;544;1;1
"TQRMNORXRHMMLPCDEFIAH00808534";1;1;2023;4;2;555;1;1
"TQRMNORXTHJNLRCDEFIAH00798323";1;1;2023;4;2;420;1;1
"TQRMNORXUHJOLNCDEFIAH00794040";1;1;2023;4;2;975;1;1
"TQRMNORXVHKMLQCDEFIAH00787411";1;1;2023;4;2;565;1;1
"TQRMNORXVHMOMMCDEFIAH00851487";1;1;2023;4;2;872;1;1
"TQRMNORXXHKMLQCDEFIAH00796715";1;1;2023;4;2;718;1;1
"TQRMNORXYHKKKQCDEFIAH00787263";1;1;2023;4;2;622;1;1
"TQRMNORXYHKMLQCDEFIAH00787380";1;1;2023;4;2;674;1;1
"TQRMNORYRHKKKQCDEFIAH00797178";1;1;2023;4;2;756;1;1
"TQRMNORYWHKMLQCDEFIAH00787378";1;1;2023;4;2;591;1;1
"TQRMNORYXHJKLMCDEFIAH00794037";1;1;2023;4;2;1158;1;1
"TQRMNOSPQHJKLMCDEFIAH00851501";1;1;2023;4;2;1548;1;1
"TQRMNOSPUHJKLMCDEFIAH00794038";1;1;2023;4;2;1554;1;1
"TQRMNOSPXHMOMMCDEFIAH00808597";1;1;2023;4;2;679;1;1
"TQRMNOSPYHKOLUCDEFIAH00851516";1;1;2023;4;2;682;1;1
"TQRMNOSQQHKOLUCDEFIAH00787289";1;1;2023;4;2;754;1;1
"TQRMNOSQTHKMLSCDEFIAH00787322";2;1;2023;4;2;578;1;1
"TQRMNOSQVHKMLSCDEFIAH00787301";1;1;2023;4;2;529;1;1
"TQRMNOSQWHKMLSCDEFIAH00787293";1;1;2023;4;2;772;1;1
"TQRMNOSQWHLNKNCDEFIAH00851565";1;1;2023;4;2;816;1;1
"TQRMNOSQXHKMLSCDEFIAH00787300";1;1;2023;4;2;816;1;1
"TQRMNOSQXHLNKNCDEFIAH00851589";1;1;2023;4;2;657;1;1
"TQRMNOSQXHMMLUCDEFIAH00808582";1;1;2023;4;2;763;1;1
"TQRMNOSQYHLNKNCDEFIAH00851579";1;1;2023;4;2;563;1;1
"TQRMNOSQYHMMLUCDEFIAH00808539";1;1;2023;4;2;956;1;1
"TQRMNOSRQHLNKNCDEFIAH00851541";1;1;2023;4;2;737;1;1
"TQRMNOSRQHMMLUCDEFIAH00808645";1;1;2023;4;2;801;1;1
"TQRMNOSRRHJMLSCDEFIAH00795160";1;1;2023;4;2;691;1;1
"TQRMNOSRXHMOLTCDEFIAH00808541";1;1;2023;4;2;1202;1;1
"TQRMNOSSPHMOMMCDEFIAH00808598";1;1;2023;4;2;1013;1;1
"TQRMNOSTVHJLLLCDEFIAH00856341";1;1;2023;4;2;895;1;1
"TQRMNOSTYHMOKNCDEFIAH00808570";1;1;2023;4;2;795;1;1
"TQRMNOSUQHJKKSCDEFIAH00796564";1;1;2023;4;2;1003;1;1
"TQRMNOSUSHJKKSCDEFIAH00794209";1;1;2023;4;2;969;1;1
"TQRMNOSUUHMOLTCDEFIAH00851573";1;1;2023;4;2;1635;1;1
"TQRMNOSUWHMOLTCDEFIAH00808628";1;1;2023;4;2;936;1;1
"TQRMNOSUYHMOLTCDEFIAH00808659";1;1;2023;4;2;1442;1;1
"TQRMNOSVRHJOMMCDEFIAH00797553";1;1;2023;4;2;832;1;1
"TQRMNOSVSHLNMMCDEFIAH00851539";1;1;2023;4;2;621;1;1
"TQRMNOSVTHJMLSCDEFIAH00851506";1;1;2023;4;2;544;1;1
"TQRMNOSVTHLNMMCDEFIAH00851586";1;1;2023;4;2;528;1;1
"TQRMNOSVTHMMLUCDEFIAH00808651";1;1;2023;4;2;783;1;1
"TQRMNOSVUHLLKUCDEFIAH00851568";1;1;2023;4;2;777;1;1
"TQRMNOSVVHLNMMCDEFIAH00851560";1;1;2023;4;2;403;1;1
"TQRMNOSVWHLOLRCDEFIAH00851564";1;1;2023;4;2;1212;1;1
"TQRMNOSWTHJLKUCDEFIAH00796560";2;1;2023;4;2;857;1;1
"TQRMNOSWVHJLKUCDEFIAH00794035";2;1;2023;4;2;1366;1;1
"TQRMNOSWXHLLKUCDEFIAH00851612";1;1;2023;4;2;880;1;1
"TQRMNOSWYHLLKUCDEFIAH00851529";1;1;2023;4;2;750;1;1
"TQRMNOSXQHKMLNCDEFIAH00851490";1;1;2023;4;2;679;1;1
"TQRMNOSXSHKLKRCDEFIAH00851551";1;1;2023;4;2;624;1;1
"TQRMNOSXTHKLKRCDEFIAH00794494";1;1;2023;4;2;624;1;1
"TQRMNOSXVHMKKSCDEFIAH00851585";1;1;2023;4;2;795;1;1
"TQRMNOSXWHMKKSCDEFIAH00851614";1;1;2023;4;2;1010;1;1
"TQRMNOSXXHKLKSCDEFIAH00797307";1;1;2023;4;2;1038;1;1
"TQRMNOSYPHKLKSCDEFIAH00808559";1;1;2023;4;2;967;1;1
"TQRMNOSYSHMMLLCDEFIAH00851561";1;1;2023;4;2;702;1;1
"TQRMNOTPTHLOKRCDEFIAH00851520";1;1;2023;4;2;454;1;1
"TQRMNOTQYHJMKTCDEFIAH00798269";1;1;2023;4;2;539;1;1
"TQRMNOTQYHKNKMCDEFIAH00787362";1;1;2023;4;2;606;1;1
"TQRMNOTRPHJMKTCDEFIAH00795349";1;1;2023;4;2;631;1;1
"TQRMNOTRPHKNKMCDEFIAH00796147";1;1;2023;4;2;629;1;1
"TQRMNOTSPHJKLMCDEFIAH00795351";1;1;2023;4;2;1046;1;1
"TQRMNOTSVHMKKQCDEFIAH00851495";1;1;2023;4;2;1252;1;1
"TQRMNOTSWHKMKTCDEFIAH00787248";1;1;2023;4;2;581;1;1
"TQRMNOTSXHKOMMCDEFIAH00787253";1;1;2023;4;2;839;1;1
"TQRMNOTTTHMKKQCDEFIAH00808573";1;1;2023;4;2;1223;1;1
"TQRMNOTUYHKOLTCDEFIAH00793716";1;1;2023;4;2;1214;1;1
"TQRMNOTVQHKOLTCDEFIAH00787259";1;1;2023;4;2;1115;1;1
"TQRMNOTVRHJLKRCDEFIAH00794007";1;1;2023;4;2;974;1;1
"TQRMNOTVRHLLKTCDEFIAH00851555";1;1;2023;4;2;1559;1;1
"TQRMNOTVSHJLKRCDEFIAH00798204";1;1;2023;4;2;834;1;1
"TQRMNOTVUHJLKRCDEFIAH00794861";1;1;2023;4;2;1240;1;1
"TQRMNOTXVHKMLSCDEFIAH00787323";1;1;2023;4;2;585;1;1
"TQRMNOUPRHMMKTCDEFIAH00808602";1;1;2023;4;2;738;1;1
"TQRMNOUPUHMMKTCDEFIAH00851556";1;1;2023;4;2;560;1;1
"TQRMNOURXHJOKNCDEFIAH00851590";1;1;2023;4;2;633;1;1
"TQRMNOUSPHJOKNCDEFIAH00793721";2;1;2023;4;2;892;1;1
"TQRMNOUTPHKOLOCDEFIAH00787344";1;1;2023;4;2;1349;1;1
"TQRMNOUYTHMOLQCDEFIAH00808535";1;1;2023;4;2;764;1;1
"TQRMNOVSPHMMKTCDEFIAH00851526";1;1;2023;4;2;743;1;1
"TQRMNOVXYHJOKNCDEFIAH00793486";1;1;2023;4;2;877;1;1
"TQRMNOWQWHKMKTCDEFIAH00787254";1;1;2023;4;2;581;1;1
"TQRMNOPPYHLMKOCDEFJAH00851658";1;1;2023;4;3;268;1;1
"TQRMNOPQQHLMKOCDEFJAH00851742";1;1;2023;4;3;345;1;1
"TQRMNOPQRHJMKQCDEFJAH00798382";1;1;2023;4;3;389;1;1
"TQRMNOPQRHMOLMCDEFJAH00808763";1;1;2023;4;3;287;1;1
"TQRMNOPQSHJMKQCDEFJAH00794578";1;1;2023;4;3;294;1;1
"TQRMNOPQVHKOKTCDEFJAH00787459";1;1;2023;4;3;302;1;1
"TQRMNOPQYHMMKNCDEFJAH00808776";1;1;2023;4;3;306;1;1
"TQRMNOPRPHKOKTCDEFJAH00787453";1;1;2023;4;3;302;1;1
"TQRMNOPRSHJLLLCDEFJAH00794807";1;1;2023;4;3;362;1;1
"TQRMNOPRTHJLLLCDEFJAH00796402";1;1;2023;4;3;340;1;1
"TQRMNOPRVHMMKRCDEFJAH00808675";1;1;2023;4;3;286;1;1
"TQRMNOPRYHMMKRCDEFJAH00808758";1;1;2023;4;3;312;1;1
"TQRMNOPSQHJLKRCDEFJAH00797371";1;1;2023;4;3;268;1;1
"TQRMNOPSRHJLKRCDEFJAH00797279";1;1;2023;4;3;186;1;1
"TQRMNOPTQHMMKPCDEFJAH00808777";1;1;2023;4;3;286;1;1
"TQRMNOPTWHMMLQCDEFJAH00851743";1;1;2023;4;3;626;1;1
"TQRMNOPTXHJMLTCDEFJAH00798419";1;1;2023;4;3;561;1;1
"TQRMNOPTYHJMLTCDEFJAH00851736";1;1;2023;4;3;402;1;1
"TQRMNOPTYHMMLQCDEFJAH00808736";1;1;2023;4;3;625;1;1
"TQRMNOPUPHMMLQCDEFJAH00851744";1;1;2023;4;3;625;1;1
"TQRMNOPUQHJMLTCDEFJAH00851749";1;1;2023;4;3;415;1;1
"TQRMNOPUQHMMLQCDEFJAH00808775";1;1;2023;4;3;622;1;1
"TQRMNOPUUHKOKQCDEFJAH00787509";1;1;2023;4;3;139;1;1
"TQRMNOPVQHJNLRCDEFJAH00796666";1;1;2023;4;3;271;1;1
"TQRMNOPVQHMLKMCDEFJAH00808688";1;1;2023;4;3;305;1;1
"TQRMNOPVRHJNLRCDEFJAH00793881";1;1;2023;4;3;203;1;1
"TQRMNOPVRHMLKUCDEFJAH00808700";1;1;2023;4;3;263;1;1
"TQRMNOPVSHJNLRCDEFJAH00793703";1;1;2023;4;3;246;1;1
"TQRMNOPWSHMNLLCDEFJAH00808760";1;1;2023;4;3;228;1;1
"TQRMNOPWXHJKKMCDEFJAH00795131";1;1;2023;4;3;350;1;1
"TQRMNOPWYHJKKMCDEFJAH00793269";1;1;2023;4;3;350;1;1
